left_rid,right_rid,left_title,right_title,human_decision,fuzzy_score,jev_score,material_diffs,rule_reason
26615,202145734,Logitech Harmony 1000 Silver Touch Screen Remote Control - H1000,Logitech Harmony 890 Advanced Universal Remote - 966193-0403,,0.46687344913151363,,,rules did not resolve
26615,202238311,Logitech Harmony 1000 Silver Touch Screen Remote Control - H1000,"Logitech Harmony 890 Advanced Universal Remote - HDTV, TV, DVD Player(s), Lighting, Audio System - 100 ft - Universal Remote - 966193-0403",,0.38404933305890254,,,rules did not resolve
26617,201692695,Canon PGI-5BK Black Ink Tank Cartridge - PGI5BK,Canon Black Ink Cartridge - 0615B002,,0.3726871772805508,,,rules did not resolve
26617,203185276,Canon PGI-5BK Black Ink Tank Cartridge - PGI5BK,Canon PG-40 Black Ink Cartridge - PG-40-BK-TWIN,,0.3462282398452612,,,rules did not resolve
26695,202479417,Lowepro SlingShot 200 AW Digital Camera Back Pack - SLINGSHOT200AW,"Lowepro SlingShot 200 AW Camera Backpack - Backpack - MicroFiber, Ripstop Nylon - Black, Gray (Black)",,0.5788781770376862,,,rules did not resolve
26695,202479411,Lowepro SlingShot 200 AW Digital Camera Back Pack - SLINGSHOT200AW,"Lowepro Rezo 15 Camera Case - MicroFiber, Ripstop Nylon - Black (Black)",,0.3673347547974414,,one title looks like an accessory,rules did not resolve
26695,202479418,Lowepro SlingShot 200 AW Digital Camera Back Pack - SLINGSHOT200AW,"Lowepro Edit 100 Case for Camcorder - Nylon, MicroFiber - Black (Black)",,0.3756716417910448,,one title looks like an accessory,rules did not resolve
26891,202870174,Garmin 010-10723-03 Nuvi Suction Cup Mount - 0101072303,Garmin Vehicle Suction Cup mount,,0.7008866995073891,,,rules did not resolve
26891,203870569,Garmin 010-10723-03 Nuvi Suction Cup Mount - 0101072303,Garmin Suction Cup Mount - 010-10823-00,,0.3931818181818182,,,rules did not resolve
26891,204219387,Garmin 010-10723-03 Nuvi Suction Cup Mount - 0101072303,Garmin Suction Cup Mount - 010-10936-00,,0.38403288201160535,,,rules did not resolve
26929,203920144,Monster PS3 CV/FO-10 Playstation 3 GameLink Component Video And Fiber Optic Digital Audio AV Kit - PS3CVFO10,Monster Cable GameLink HDMI Digital Video/Audio Cable for PlayStation 3 - 1 x HDMI - 6.56ft - PS3 HDMI-2M,,0.5027406979188564,,one title looks like an accessory; one title looks like a bundle/kit,rules did not resolve
26930,203920144,Monster PS3 HDMI-2M Playstation 3 GameLink HDMI Digital Video/Audio Cable - PS3HDMI2M,Monster Cable GameLink HDMI Digital Video/Audio Cable for PlayStation 3 - 1 x HDMI - 6.56ft - PS3 HDMI-2M,,0.749812030075188,,,rules did not resolve
26930,203445879,Monster PS3 HDMI-2M Playstation 3 GameLink HDMI Digital Video/Audio Cable - PS3HDMI2M,Monster Game 127961 GameLink(tm) 2M HDMI Digital Video/Audio Cable for PS3,,0.44421192323397296,,,rules did not resolve
26930,203651765,Monster PS3 HDMI-2M Playstation 3 GameLink HDMI Digital Video/Audio Cable - PS3HDMI2M,Monster Cable GameLink Component Video and Fiber Optic Digital Audio Cable for PlayStation 3 - 3 x RCA - Toslink - 10ft - PS3 CV/FO-10,,0.5520029057700292,,quantity differs (1 vs 3),rules did not resolve
27091,203136113,LG TROMM WM2688HNM 4.2 Cu. Ft. Navy Blue Front Load Allergiene SteamWasher - WM2688HNBL,LG Navy Blue SteamWasher 27',,0.5775644994840042,,,rules did not resolve
27091,203131412,LG TROMM WM2688HNM 4.2 Cu. Ft. Navy Blue Front Load Allergiene SteamWasher - WM2688HNBL,LG Electronics 24' Front-Load All-In-One Washer and Dryer: Titanium,,0.3530075187969925,,,rules did not resolve
27103,203136113,LG WDP3N 14' Tall Navy Blue Pedestal With Drawer - WDP3BL,LG Navy Blue SteamWasher 27',,0.4443381919285534,,,rules did not resolve
27137,204049780,Nikon EN-EL9 Black Rechargeable Li-ion Battery - ENEL9,Nikon EN-EL9 Lithium Ion Digital Camera Battery Pack - 25353,,0.7541835357624832,,,rules did not resolve
27182,202145734,Logitech Harmony RF Wireless Extender - RFEXT,Logitech Harmony 890 Advanced Universal Remote - 966193-0403,,0.41547619047619055,,one title looks like an accessory,rules did not resolve
27182,203329569,Logitech Harmony RF Wireless Extender - RFEXT,Logitech Harmony 1000 Advanced Universal Remote Control - 966230-0403,,0.41179872758820135,,one title looks like an accessory,rules did not resolve
27182,202238311,Logitech Harmony RF Wireless Extender - RFEXT,"Logitech Harmony 890 Advanced Universal Remote - HDTV, TV, DVD Player(s), Lighting, Audio System - 100 ft - Universal Remote - 966193-0403",,0.36909382752079384,,one title looks like an accessory,rules did not resolve
27186,202619749,Weber Stainless Steel Summit S-650 Liquid Propane Grill - 1780001,Weber Q 300 Gas Grill,,0.4254751788908766,,,rules did not resolve
27197,204318286,Weber Stainless Steel Genesis S320 Natural Gas Grill - 3880001,Weber Genesis Series E-310 3841001 60' Freestanding Gas Grill with 637 sq. in. Cooking Surface & 3 Stainless Steel Burners: Black Natural Gas,,0.2835507814300863,,,rules did not resolve
27197,202619749,Weber Stainless Steel Genesis S320 Natural Gas Grill - 3880001,Weber Q 300 Gas Grill,,0.5303669222343921,,,rules did not resolve
27248,10360978,Belkin F3H982-10 Pro Series High Integrity 10 Feet Monitor Cable - F3H98210,Belkin Monitor Cable - F3H982-25,,0.33968068535825546,,,rules did not resolve
27391,204791643,Kenwood KCA-IP300V iPod Video Direct Cable - KCAIP300V,Kenwood iPod-Video Direct Adapter - KCAiP300V,,0.9689393939393939,,quantity differs (1 vs 2),rules did not resolve
27391,204791586,Kenwood KCA-IP300V iPod Video Direct Cable - KCAIP300V,Kenwood iPod Direct Cable - kcaip200,,0.39682539682539675,,,rules did not resolve
27407,203086857,Sony SCPH-98046 PlayStation 3 Blu-Ray DVD Remote Control - 711719804604,Sony Remote Control - RMV310,,0.29442640692640687,,,rules did not resolve
27719,203379237,LG DLG0452W White XL Capacity Gas Dryer - DLG0452WH,LG Electronics DLG0452W 7.3 Cu. Ft. 9-Cycle Gas Dryer,,0.7103571428571429,,,rules did not resolve
27729,203379250,LG WM0642HW 4.0 Cu Ft White Rear Control Washer - WM0642HWH,LG Electronics WM0642HW Front Load Washing Machine with 7 Washing Programs,,0.6624290137107475,,,rules did not resolve
27729,203131413,LG WM0642HW 4.0 Cu Ft White Rear Control Washer - WM0642HWH,LG Electronics 24' Washer/Dryer Combo: White,,0.3432107496463932,,one title looks like a bundle/kit,rules did not resolve
27771,203405815,Fellowes Confetti Cut Shredder - W11C,Fellowes Powershred Personal SB-97Cs Confetti Cut Shredder - 3219701,,0.3940579710144929,,,rules did not resolve
27778,90148541,Sony LCS-CSJ Black Soft Carrying Case - LCSCSJ,Sony LCS Soft Carrying Case - LCSCST,,0.8413109756097561,,,rules did not resolve
27778,203340806,Sony LCS-CSJ Black Soft Carrying Case - LCSCSJ,Sony LCS-CSH Soft Camera Case - LCSCSH,,0.7600000000000001,,,rules did not resolve
27779,90148541,Sony LCS-CSQ/B Black Soft Carrying Case - LCSCSQB,Sony LCS Soft Carrying Case - LCSCST,,0.8098039215686275,,,rules did not resolve
27779,203340806,Sony LCS-CSQ/B Black Soft Carrying Case - LCSCSQB,Sony LCS-CSH Soft Camera Case - LCSCSH,,0.7355799373040752,,,rules did not resolve
27789,204292470,Weber Genesis E-310 Liquid Propane Black Outdoor Grill - 3741001,Genesis Series 3741001 60' Freestanding Gas Grill with 637 sq. in. Cooking Surface & 3 Stainless Steel Burners: Black LP Gas,,0.6517266429222951,,,rules did not resolve
27793,204318286,Weber Genesis S-310 Natural Gas Stainless Steel Outdoor Grill - 3870001,Weber Genesis Series E-310 3841001 60' Freestanding Gas Grill with 637 sq. in. Cooking Surface & 3 Stainless Steel Burners: Black Natural Gas,,0.3082123385089487,,,rules did not resolve
27810,204254738,Sony Progressive Scan Black DVD Player - DVPNS57PB,Sony DVPNS57P DVD Player - DVPNS57PS,,0.3888081395348837,,possible model variant (dvpns57pb vs dvpns57p differ only by suffix),rule: possible variant (dvpns57pb vs dvpns57p differ only by suffix)
27810,203088013,Sony Progressive Scan Black DVD Player - DVPNS57PB,Sony DVPCX995V DVD Player,,0.2717857142857143,,,rules did not resolve
27840,203131413,LG 14' Washer And Dryer Red Pedestal With Drawer - WDP3R,LG Electronics 24' Washer/Dryer Combo: White,,0.3677132146204311,,one title looks like a bundle/kit,rules did not resolve
27840,203131412,LG 14' Washer And Dryer Red Pedestal With Drawer - WDP3R,LG Electronics 24' Front-Load All-In-One Washer and Dryer: Titanium,,0.3933333333333333,,,rules did not resolve
27920,203151930,DeLonghi Magnifica Super-Automatic Espresso/Coffee Machine - ESAM3300,DeLonghi 4-Cup Drip Coffee Makers,,0.36421568627450984,,,rules did not resolve
27920,201959840,DeLonghi Magnifica Super-Automatic Espresso/Coffee Machine - ESAM3300,"DeLonghi DC50B Twenty Four Seven Drip Coffee Maker, Black",,0.3390285714285714,,,rules did not resolve
27964,203136102,LG LRBP1031 White Bottom-Freezer Refrigerator - LRBP1031WH,LG Electronics 10 cu.ft. Cabinet Depth Refrigerator,,0.3589449541284404,,,rules did not resolve
27965,203136102,LG Titanium Bottom-Freezer Refrigerator - LRBP1031TT,LG Electronics 10 cu.ft. Cabinet Depth Refrigerator,,0.3774271844660194,,,rules did not resolve
27975,10246269,Belkin F3H982-25 Black 25 Ft Pro Series High Integrity VGA/SVGA Monitor Replacement Cable - F3H98225,Belkin Pro Series High Integrity VGA/SVGA Monitor Extension Cable - F3H982-10,,0.45617621637574846,,,rules did not resolve
27985,204740191,Yamaha Silver USB Powered Stereo Speaker - NXU10SIL,Yamaha NX-U10 USB Powered Stereo Speaker - NX-U10SL,,0.7872549019607844,,,rules did not resolve
28020,204734549,Canon FAX-JX200 Inkjet Fax Machine - FAXJX200,Canon FAX-JX200 Fax Machine - 1735B002AA,,0.9522104493971503,,quantity differs (600 vs 1),rules did not resolve
28059,90148541,Sony LCS-TWA/R Red Soft Leather Carrying Case - LCSTWAR,Sony LCS Soft Carrying Case - LCSCST,,0.7738474640113985,,,rules did not resolve
28059,203340806,Sony LCS-TWA/R Red Soft Leather Carrying Case - LCSTWAR,Sony LCS-CSH Soft Camera Case - LCSCSH,,0.6477667493796526,,,rules did not resolve
28067,202778257,Pioneer CD-I200 iBus Interface Cable For iPod - CDI200,Pioneer Nautica Marine Remote Control,,0.3103021978021978,,,rules did not resolve
28148,203131412,LG WM3431W All-In-One White Washer And Dryer Combo - WM3431WH,LG Electronics 24' Front-Load All-In-One Washer and Dryer: Titanium,,0.4893162393162393,,one title looks like a bundle/kit,rules did not resolve
28148,203131413,LG WM3431W All-In-One White Washer And Dryer Combo - WM3431WH,LG Electronics 24' Washer/Dryer Combo: White,,0.42310679611650487,,,rules did not resolve
28149,203131412,LG WM3431HS All-In-One Front Load Titanium Washer And Dryer Combo - WM3431TT,LG Electronics 24' Front-Load All-In-One Washer and Dryer: Titanium,,0.5689034369885434,,one title looks like a bundle/kit,rules did not resolve
28149,203131413,LG WM3431HS All-In-One Front Load Titanium Washer And Dryer Combo - WM3431TT,LG Electronics 24' Washer/Dryer Combo: White,,0.3792046936114733,,,rules did not resolve
28175,202619749,Weber Genesis E-310 Natural Gas Black Outdoor Grill - 3841001,Weber Q 300 Gas Grill,,0.5317627494456763,,,rules did not resolve
28180,202916547,Microsoft Office Home And Student 2007 For Windows Vista - 79G00007,Microsoft Office 2007 Standard - 021-07746,,0.5390724642330147,,,rules did not resolve
28190,202619749,Weber 3758301 Blue Genesis EP-320 LP Gas Grill - 3758301,Weber Q 300 Gas Grill,,0.5392857142857143,,,rules did not resolve
28225,90148541,Sony LCS-TWA/B Black Soft Leather Carrying Case - LCSTWAB,Sony LCS Soft Carrying Case - LCSCST,,0.7766481579411246,,,rules did not resolve
28225,203340806,Sony LCS-TWA/B Black Soft Leather Carrying Case - LCSTWAB,Sony LCS-CSH Soft Camera Case - LCSCSH,,0.6473684210526316,,,rules did not resolve
28272,90148541,Sony Black Cyber-Shot W Series Digital Camera Carrying Case - LCSCSL,Sony LCS Soft Carrying Case - LCSCST,,0.6646978021978023,,,rules did not resolve
28272,203340806,Sony Black Cyber-Shot W Series Digital Camera Carrying Case - LCSCSL,Sony LCS-CSH Soft Camera Case - LCSCSH,,0.627088948787062,,,rules did not resolve
28350,204206936,Panasonic Silver Dect 6.0 Cordless Telephone - KXTG1033S,Panasonic KX-TG1034S DECT 6.0 Cordless Phone - KX-TG1034S,,0.4917751171264966,,,rules did not resolve
28350,202537967,Panasonic Silver Dect 6.0 Cordless Telephone - KXTG1033S,Panasonic KX-TG6700B Cordless Telephone,,0.3445404556166537,,,rules did not resolve
28366,204563770,Sony Progressive Scan Silver DVD Player - DVPNS57PS,Sony DVPNS57P DVD Player - DVPNS57PB,,0.38900862068965514,,possible model variant (dvpns57ps vs dvpns57p differ only by suffix),rule: possible variant (dvpns57ps vs dvpns57p differ only by suffix)
28366,203088013,Sony Progressive Scan Silver DVD Player - DVPNS57PS,Sony DVPCX995V DVD Player,,0.2767857142857143,,,rules did not resolve
28397,203087319,GE Pre-Amplifier For Stereo Turntable - AV23292,GE Pre-Amplifier for Stereo Turntable - 23292,,0.7919254658385092,,,rules did not resolve
28397,202486964,GE Pre-Amplifier For Stereo Turntable - AV23292,GE Millennium TV Antenna - 24734,,0.2934810126582279,,,rules did not resolve
28951,203025174,Escort Passport 9500I Radar And Laser Detector - 9500I,Cordless Solo S2 Radar/Laser Detector - 010ES20A,,0.4643627450980392,,,rules did not resolve
28971,204679144,Altec Lansing inMotion iPod Portable Audio System - IM600USB,Altec Lansing inMotion iM600 Portable Audio Speaker System - IM600,,0.8092857142857143,,,rules did not resolve
28978,204519849,Panasonic Stainless Steel Countertop Microwave Oven - NNSD377SS,Panasonic NN-SD377S 0.8 cu.ft. 800 WATT Microwave Oven,,0.33081542351453863,,possible model variant (nnsd377ss vs nnsd377s differ only by suffix),rule: possible variant (nnsd377ss vs nnsd377s differ only by suffix)
28978,204559209,Panasonic Stainless Steel Countertop Microwave Oven - NNSD377SS,Panasonic NNSD767S 1.6 cu. ft. Stainless Steel Countertop Microwave Oven,,0.4165204678362573,,,rules did not resolve
28978,204559208,Panasonic Stainless Steel Countertop Microwave Oven - NNSD377SS,Panasonic NNSD667S 1.2 cu. ft. Countertop Microwave Oven In Stainless Steel,,0.39792143401983215,,,rules did not resolve
28978,204559211,Panasonic Stainless Steel Countertop Microwave Oven - NNSD377SS,Panasonic 2.2 cu. ft. Stainless Steel Luxury Full Size Countertop Microwave Oven - NNSD967SS,,0.42226680438582553,,,rules did not resolve
28979,204559213,Panasonic Countertop Microwave Oven In Black - NNSN667BK,Panasonic NNSN667B 1.2 cu. ft. Countertop Microwave Oven In Black,,0.49347107438016524,,possible model variant (nnsn667bk vs nnsn667b differ only by suffix),rule: possible variant (nnsn667bk vs nnsn667b differ only by suffix)
28979,204559214,Panasonic Countertop Microwave Oven In Black - NNSN667BK,Panasonic NNSN667W 1.2 cu. ft. Countertop Microwave Oven In White,,0.33561983471074375,,,rules did not resolve
28979,204559208,Panasonic Countertop Microwave Oven In Black - NNSN667BK,Panasonic NNSD667S 1.2 cu. ft. Countertop Microwave Oven In Stainless Steel,,0.32413513074549294,,,rules did not resolve
28979,204559209,Panasonic Countertop Microwave Oven In Black - NNSN667BK,Panasonic NNSD767S 1.6 cu. ft. Stainless Steel Countertop Microwave Oven,,0.2828725961538462,,,rules did not resolve
28980,204559208,Panasonic Stainless Steel Luxury Full Size Countertop Microwave Oven - NNSD967SS,Panasonic NNSD667S 1.2 cu. ft. Countertop Microwave Oven In Stainless Steel,,0.33709677419354844,,,rules did not resolve
28980,204559209,Panasonic Stainless Steel Luxury Full Size Countertop Microwave Oven - NNSD967SS,Panasonic NNSD767S 1.6 cu. ft. Stainless Steel Countertop Microwave Oven,,0.35093388960205396,,,rules did not resolve
28981,204559214,Panasonic Countertop Microwave Oven In White - NNSN667WH,Panasonic NNSN667W 1.2 cu. ft. Countertop Microwave Oven In White,,0.49347107438016524,,possible model variant (nnsn667wh vs nnsn667w differ only by suffix),rule: possible variant (nnsn667wh vs nnsn667w differ only by suffix)
28981,204559213,Panasonic Countertop Microwave Oven In White - NNSN667WH,Panasonic NNSN667B 1.2 cu. ft. Countertop Microwave Oven In Black,,0.3349868120274311,,,rules did not resolve
28981,204559208,Panasonic Countertop Microwave Oven In White - NNSN667WH,Panasonic NNSD667S 1.2 cu. ft. Countertop Microwave Oven In Stainless Steel,,0.32795192463862277,,,rules did not resolve
28981,204559209,Panasonic Countertop Microwave Oven In White - NNSN667WH,Panasonic NNSD767S 1.6 cu. ft. Stainless Steel Countertop Microwave Oven,,0.2828725961538462,,,rules did not resolve
28981,204559211,Panasonic Countertop Microwave Oven In White - NNSN667WH,Panasonic 2.2 cu. ft. Stainless Steel Luxury Full Size Countertop Microwave Oven - NNSD967SS,,0.29619192925644533,,,rules did not resolve
28982,204559208,Panasonic Countertop Microwave Oven In Stainless Steel - NNSD667SS,Panasonic NNSD667S 1.2 cu. ft. Countertop Microwave Oven In Stainless Steel,,0.5249999999999999,,possible model variant (nnsd667ss vs nnsd667s differ only by suffix),rule: possible variant (nnsd667ss vs nnsd667s differ only by suffix)
28982,204559209,Panasonic Countertop Microwave Oven In Stainless Steel - NNSD667SS,Panasonic NNSD767S 1.6 cu. ft. Stainless Steel Countertop Microwave Oven,,0.3496376811594203,,,rules did not resolve
28982,204559211,Panasonic Countertop Microwave Oven In Stainless Steel - NNSD667SS,Panasonic 2.2 cu. ft. Stainless Steel Luxury Full Size Countertop Microwave Oven - NNSD967SS,,0.36069567067333264,,,rules did not resolve
28982,204559214,Panasonic Countertop Microwave Oven In Stainless Steel - NNSD667SS,Panasonic NNSN667W 1.2 cu. ft. Countertop Microwave Oven In White,,0.30381679389312977,,,rules did not resolve
29008,204792886,LG WM2016CW 3.6 Cu Ft White Front Load Washer - WM2016CWH,"LG Electronics WM2016CW 27' Front-Load Washer with 3.5 cu. ft. Capacity, 5 Wash Programs, 5 Temperature Levels, 1050 RPM Maximum and SenseClean System",,0.6497010066395373,,,rules did not resolve
29008,203131412,LG WM2016CW 3.6 Cu Ft White Front Load Washer - WM2016CWH,LG Electronics 24' Front-Load All-In-One Washer and Dryer: Titanium,,0.3506147540983606,,,rules did not resolve
29008,203131413,LG WM2016CW 3.6 Cu Ft White Front Load Washer - WM2016CWH,LG Electronics 24' Washer/Dryer Combo: White,,0.3224386724386724,,one title looks like a bundle/kit,rules did not resolve
29029,204679142,Canon 580EXII Speedlite In Black - 1946B002,Canon Speedlite 580EX II Flash Light - 1946B002,,0.4984722222222223,,possible model variant (shared 1946b002 but 580exii vs 580ex differ by suffix),rule: possible variant (shared 1946b002 but 580exii vs 580ex differ by suffix)
29032,205145879,Nikon COOLPIX Leather Camera Case In Black - 5811,Nikon Digital Camera Leather Case - 5811,,0.808828250401284,,,rules did not resolve
29099,204505951,Olympus Silver Digital Voice Recorder - VN4100PC,Olympus DS-40 512MB Digital Voice Recorder - 141910,,0.3581188118811882,,,rules did not resolve
29238,204206936,Panasonic Expandable Digital Cordless DECT 6.0 Handset In Silver - KXTGA101S,Panasonic KX-TG1034S DECT 6.0 Cordless Phone - KX-TG1034S,,0.37835714285714284,,,rules did not resolve
29238,204206934,Panasonic Expandable Digital Cordless DECT 6.0 Handset In Silver - KXTGA101S,Panasonic KX-TG1032S Dual Handset Digital Cordless Phone,,0.27251748251748253,,,rules did not resolve
29238,202537952,Panasonic Expandable Digital Cordless DECT 6.0 Handset In Silver - KXTGA101S,Panasonic KX-TGA450B Cordless Handset,,0.2950810251695207,,,rules did not resolve
29238,202537969,Panasonic Expandable Digital Cordless DECT 6.0 Handset In Silver - KXTGA101S,Panasonic KX-TGA670B Cordless Handset,,0.2950810251695207,,,rules did not resolve
29272,203900792,Tech Craft Dark Cherry Veneto Series TV Stand - SWP60,Techcraft SWP60 Classic Wood Tone Credenza TV Stand,,0.821565934065934,,,rules did not resolve
29339,204272122,Panasonic Silver Rice Cooker/Warmer - SRTMB10,Panasonic SR-NA18 10-Cup Rice Cooker/Warmer with Advanced Fuzzy Logic Technology,,0.27735932560590104,,,rules did not resolve
29339,90141074,Panasonic Silver Rice Cooker/Warmer - SRTMB10,Panasonic 3x DVD-RAM Media,,0.3607712944332663,,quantity differs (1 vs 3),rules did not resolve
29392,204939361,Audiovox 9' LCD Drop Down TV With Built-In DVD - VE927,Audiovox Satellite Radio Tuner,,0.31643151553582755,,,rules did not resolve
29464,204793355,Sony Clip-On Black Headphones - MDRQ68LW,Sony MDR-Q68LW Stereo Earphone - MDRQ68LW,,0.7896604938271604,,,rules did not resolve
29493,204549804,Netgear ProSafe 24-Port Smart Switch - GS724TP,Netgear ProSafe GS724TP 24 Port Smart Switch with PoE - GS724TP-100NAS,,1.0,,quantity differs (1 vs 22),rules did not resolve
29493,201744288,Netgear ProSafe 24-Port Smart Switch - GS724TP,Netgear ProSafe JGS524F 24-Port Gigabit Ethernet Switch - JGS524FNA,,0.4063285166161271,,,rules did not resolve
29493,10412788,Netgear ProSafe 24-Port Smart Switch - GS724TP,Netgear ProSafe FS726TP 24 Port 10/100 Smart Switch - FS726TPNA,,0.4093290461349369,,quantity differs (1 vs 24),rules did not resolve
29574,204559208,Panasonic NNSD767S Stainless Steel Countertop Microwave Oven - NNSD767SS,Panasonic NNSD667S 1.2 cu. ft. Countertop Microwave Oven In Stainless Steel,,0.3756933542647829,,,rules did not resolve
29574,204559211,Panasonic NNSD767S Stainless Steel Countertop Microwave Oven - NNSD767SS,Panasonic 2.2 cu. ft. Stainless Steel Luxury Full Size Countertop Microwave Oven - NNSD967SS,,0.38367317073170737,,,rules did not resolve
29612,205106045,Sharp Over The Counter White Microwave Oven - R1211WH,Sharp 1100 Watt Over the Counter Microwave,,0.672967032967033,,,rules did not resolve
29612,202870448,Sharp Over The Counter White Microwave Oven - R1211WH,Sharp R-1214 Microwave Oven - R-1214,,0.35740664243225384,,,rules did not resolve
29677,204884519,Monster iFreePlay Cordless Headphones For iPod Shuffle - AISHHPHONE,Monster Cable iFreePlay Cordless Headphone - AI SH HPHONE,,0.7334677419354838,,one title looks like an accessory,rules did not resolve
29758,201692695,Canon Black Ink Cartridge - PG50,Canon Black Ink Cartridge - 0615B002,,0.4724526420737786,,,rules did not resolve
29758,201692705,Canon Black Ink Cartridge - PG50,Canon PGI-5BK Black Ink Cartridge - 0628B002,,0.41693959474958586,,,rules did not resolve
29758,204736197,Canon Black Ink Cartridge - PG50,Canon PG-40 Twin Pack Black Ink Cartridge - 0615B013,,0.3904358353510896,,,rules did not resolve
29758,201692648,Canon Black Ink Cartridge - PG50,Canon CLI-8M Ink Cartridge - 0622B002,,0.35204890816047496,,,rules did not resolve
29758,201692679,Canon Black Ink Cartridge - PG50,Canon CLI-8Y Ink Cartridge - 0623B002,,0.35204890816047496,,,rules did not resolve
29758,201692677,Canon Black Ink Cartridge - PG50,Canon CLI-8C Ink Cartridge - 0621B002,,0.3592952849720692,,,rules did not resolve
29861,204792876,LG LSC21943ST Stainless Steel Side By Side Refrigerator - LSC21943SS,"LG Electronics LSC21943ST 21.0 cu. ft. Counter-Depth Side-by-Side Refrigerator with 3 Spill-Protector Glass Shelves, SpacePlus Ice System, Digital LED Display and CustomCube Automatic Ice Maker",,0.6628055181987765,,,rules did not resolve
29861,203136102,LG LSC21943ST Stainless Steel Side By Side Refrigerator - LSC21943SS,LG Electronics 10 cu.ft. Cabinet Depth Refrigerator,,0.3659782941516688,,,rules did not resolve
29865,203131412,LG WM2233W 4.0 Cu Ft White Front Load Washer - WM2233WH,LG Electronics 24' Front-Load All-In-One Washer and Dryer: Titanium,,0.35583333333333333,,,rules did not resolve
29865,203131413,LG WM2233W 4.0 Cu Ft White Front Load Washer - WM2233WH,LG Electronics 24' Washer/Dryer Combo: White,,0.33792341678939614,,one title looks like a bundle/kit,rules did not resolve
29866,203131412,LG WM2455HG 4.2 Cu Ft Pearl Gray Front Load Washer - WM2455G,LG Electronics 24' Front-Load All-In-One Washer and Dryer: Titanium,,0.33573333333333333,,,rules did not resolve
29902,204787744,TiVo HD Digital Video Recorder (180 Hour) - TCD652160,Tivo 80 Hour DVR Recorder,,0.5401652386780906,,,rules did not resolve
29906,202139744,Audiovox Xpress XM Satellite Radio Receiver Home Kit - XMH10A,Audiovox XMH10 Home Docking Kit,,0.3292243083003952,,possible model variant (xmh10a vs xmh10 differ only by suffix),rule: possible variant (xmh10a vs xmh10 differ only by suffix)
29906,204860316,Audiovox Xpress XM Satellite Radio Receiver Home Kit - XMH10A,Audiovox Xpress R XM Radio Receiver with Vehicle Kit XMCK20P,,0.36384297520661146,,,rules did not resolve
29906,204849801,Audiovox Xpress XM Satellite Radio Receiver Home Kit - XMH10A,Audiovox XMCK5P EXPRESSEZ Satellite Radio - XMCK5P,,0.2922016878538618,,one title looks like a bundle/kit,rules did not resolve
29906,204939361,Audiovox Xpress XM Satellite Radio Receiver Home Kit - XMH10A,Audiovox Satellite Radio Tuner,,0.5933516483516483,,one title looks like a bundle/kit,rules did not resolve
29933,202139765,Audiovox Xpress XM Satellite Radio FM Direct Adapter - XMFM1,Audiovox XMFM1 Switch Box,,0.8562320032908268,,one title looks like an accessory,rules did not resolve
29933,204939361,Audiovox Xpress XM Satellite Radio FM Direct Adapter - XMFM1,Audiovox Satellite Radio Tuner,,0.6005555555555556,,one title looks like an accessory,rules did not resolve
29933,204849801,Audiovox Xpress XM Satellite Radio FM Direct Adapter - XMFM1,Audiovox XMCK5P EXPRESSEZ Satellite Radio - XMCK5P,,0.2936758893280632,,one title looks like an accessory,rules did not resolve
29950,204559209,Panasonic NNSD797S Stainless Steel Countertop Microwave Oven - NNSD797SS,Panasonic NNSD767S 1.6 cu. ft. Stainless Steel Countertop Microwave Oven,,0.40534188034188035,,,rules did not resolve
29950,204559208,Panasonic NNSD797S Stainless Steel Countertop Microwave Oven - NNSD797SS,Panasonic NNSD667S 1.2 cu. ft. Countertop Microwave Oven In Stainless Steel,,0.3661695447409733,,,rules did not resolve
29950,204559211,Panasonic NNSD797S Stainless Steel Countertop Microwave Oven - NNSD797SS,Panasonic 2.2 cu. ft. Stainless Steel Luxury Full Size Countertop Microwave Oven - NNSD967SS,,0.38367317073170737,,,rules did not resolve
30206,204222662,OmniMount CMK White Wall Cable Management Kit - CMKMINI,OmniMount CMK-MINI Mini Wall Mounted Cable Management System,,0.7510869565217392,,one title looks like a bundle/kit,rules did not resolve
30206,90106172,OmniMount CMK White Wall Cable Management Kit - CMKMINI,OmniMount Universal Wall Speaker Mounting Kit - 20.0 WALL-B,,0.42321187584345477,,one title looks like an accessory,rules did not resolve
30206,90140203,OmniMount CMK White Wall Cable Management Kit - CMKMINI,OmniMount TV Top Shelf Mount,,0.49098901749504154,,one title looks like a bundle/kit,rules did not resolve
30206,90106210,OmniMount CMK White Wall Cable Management Kit - CMKMINI,OmniMount Stainless Steel Speaker Mount - 20.0 WALL-W,,0.36587301587301585,,one title looks like a bundle/kit,rules did not resolve
30206,90148258,OmniMount CMK White Wall Cable Management Kit - CMKMINI,OmniMount TV Top Shelf Mount - CCH1P,,0.36085164835164835,,one title looks like a bundle/kit,rules did not resolve
30206,203324914,OmniMount CMK White Wall Cable Management Kit - CMKMINI,OmniMount MWFS Moda Collection 2 Shelf Wall Mounted Furniture System - Espresso,,0.37919776119402987,,one title looks like an accessory; one title looks like a bundle/kit,rules did not resolve
30343,205121310,Sony PSP 2000 Playstation Portable Gaming System Core 98510 In Piano Black - 711719851004,Sony PSP Core System (Piano Black) (Slim Model with AV Video Out Port) - 98510,,0.7883625519952896,,quantity differs (480 vs 1),rules did not resolve
